,Tweet,User,createdTime,label
67,"b""@KTRTRS @puvvada_ajay How bus conductor allowed more people into the bus during COVID-19 pandemic when there are enough passengers in the bus? And conductor isn't using hand sanitizer. AP24Z112 is the bus number take necessary action https://t.co/M3TBrgipEP""",b'TulasiramMora',2020-10-04 10:59:21,transport
68,"b'@CEC_EVDM @Director_EVDM @GHMCOnline @shopanjagutta @shosrnagar don\xe2\x80\x99t you all know this nuisance by both #Maangalya n Useless #KLM at Ameerpet bus stop!, REALLY!! What the hell the sound is??? Book these fellows completely! Mainly KLM\xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb Both malls shld hv sense! https://t.co/hbuIdLW2Rr'",b'be_bITTU',2020-10-04 10:46:50,transport
69,b'@KTRTRS  To  Respected KTR sir...plz exclude LRS for gramapanchayathi...as my plot is at corner...30 feet road guidlines  i would lose my whole plot by  road wedthing...plz concern this...sir\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',b'Bhasker33005974',2020-10-04 10:27:24,transport
70,"b'@GHMCOnline @CommissionrGHMC Huge amount of water being pumped from basement of MPR Complex, Survey Colony, Uppal (Next to Indian Overseas Bank &amp; opposite to HMR Sump &amp; Pump Room) on to the Ring Road.  Please take action. https://t.co/NA89VSGA2Y'",b'K_P_Rao',2020-10-04 10:01:59,transport
71,b'@NHAI_Official @nitin_gadkari : Raghunathpally TOLL Plaza on NH 163 has started charging Toll Charge even though the road is still under construction and without Toll Gate Name also. Pls look into this @KTRTRS as Telangana ppl are charged. Pls retweet @VijayGopal_ @revathitweets https://t.co/9PqBALdhqQ',b'PruthvirajBogi',2020-10-04 09:39:38,transport
72,b'@VPRTRS @KTRTRS @TelanganaCMO  Dear sir i have neven seen and travelled such a good road from peddapelli to Manthani roadways There are many pot holes and road is damaged Even 2 wheeler cannot ride with milage Please any of these minister can cone and inspect the road',b'abhishekvishalk',2020-10-04 09:04:38,transport
73,"b'@KTRTRS @MinisterKTR @MpManne @ChittemRRTRS @PMOIndia @gmscrailway @TelanganaCMO @ntdailyonline @drmhyb @PiyushGoyal @drmgtl @htTweets Pls update the status on Devarkadra-Krishna Rail line project, when train run on  Devarkadra-Krishna rail line. After 25 years 35 kms completed'",b'Ahmedchowdhary2',2020-10-04 08:49:32,transport
74,"b'@GHMCOnline @CommissionrGHMC @zckukatpally @Director_EVDM @CEC_EVDM  Sub : Debris &amp; Dead wood Piles along side of road  Location : manjeera pipeline rd, opp gopalrao nagar, hafeezpet  Request you to please have them cleared as they are posing grave danger to public https://t.co/OtBJonH2oI'",b'rnvk1978',2020-10-04 08:40:35,transport
75,"b'@MGNMLA @DEDEEPYAG Sir,here vehicles are getting skid.kindly say concerned department to repair this road at Masjidgadda vengalrao nagar div. Thanks @KTRTRS @KTRoffice https://t.co/h0aW8NQpkq'",b'Talha27475907',2020-10-04 08:39:29,transport
76,"b'Sir/madam, ur department const. public toilet at Opp. DMRL/defence C. Gutta road  some toilets without cross ventilation, please check with contractor and make changes. @GHMCOnline @ZC_Charminar @KTRTRS https://t.co/5FOgh2Vbz6'",b'555678Khalid',2020-10-04 08:17:48,transport
77,b'@GHMCOnline  At sindhi colony secunderabad of road opp to sindh bank  Lls take necessary steps https://t.co/XjXheby6X7',b'Dundigal11',2020-10-04 07:34:11,transport
78,"b'@KTRTRS @CommissionrGHMC Sir this road is near Vivekananda park ngoscolony,vanasthalipuram.Since 1year the road is bad.nobody is coming and repairing it.Request you to kindly look into this as we are facing issues. https://t.co/1y0crHXncG'",b'saikrsh1',2020-10-04 07:29:06,transport
79,b'#Hyderabad - #Vijayawada  Hope GOI sanctions the grant of Rs 500 cr as requested by IT Minister @KTRTRS garu for developing NH-65 Telangana &amp; Andhra Pradesh to ease transport &amp; develop trade between Andhra Pradesh &amp; Telangana @TV9Telugu @DeccanChronicle https://t.co/4obDlavPAP https://t.co/Ja644NIOtA',b'Telangana1st',2020-10-04 07:23:32,transport
80,b'@grkr_9 @KTRTRS @DrRanjithReddy @kp_vivekanand @ysathishreddy @SandeepCh97 @SandeepDasamTRS @VenkatBandari3 Ye road gurinchi matladutunnaru? Meeku jarige work kanapadatam Leda? Shaming every leader for wot? For ongoing development? Did u ever travel out of Shankarpally? Every road linked to skp is widened and developed. Except from Bulkapur to skp due to legal issue it was halted',b'DGRTRS',2020-10-04 06:34:36,transport
81,b'Illegal Encroachment on road at mahatmanagar Near Josh Enterprises day by day encroachment of public property is increasing I request @DcMusheerabad @KTRTRS and @CommissionrGHMC to take serious action and remove it. @insptr_musheerabad @Director_EVDM @GHMCOnline https://t.co/K2Dg0k2Eii',b'kumarji1989',2020-10-04 06:28:04,transport
82,"b'\xe2\x81\xa6\xe2\x81\xa6@GHMCOnline\xe2\x81\xa9 These are drainage manholes on https://t.co/JnMQ8SXgPo.6,APHB colony, Saidabad not raised to road level but holes formed to allow air flushing pipe to clear choking on complaint. These holes are taking mud &amp; silt in to the drainage leading to choking again https://t.co/hT2H3sPRF3'",b'RPodutoori',2020-10-04 06:14:33,transport
83,"b""@KTRTRS sir...with your powers...please do all non smokers a favor....kindly make sure people don't smoke on the road, while driving or riding... Please help us..""",b'anandra67099696',2020-10-04 05:56:59,transport
84,"b'@DGRTRS @KTRTRS @DrRanjithReddy @kp_vivekanand @ysathishreddy @SandeepCh97 @SandeepDasamTRS @VenkatBandari3 Kani Shankerpally main road 10 yrs nunchi atlage untadhi\xf0\x9f\x98\xb4\xf0\x9f\x98\xb4\xf0\x9f\x98\xb4, shame on all party leaders ruling it.'",b'grkr_9',2020-10-04 05:55:19,transport
85,"b'@KTRTRS if on the main road or in colonies water will come in a week hardly one time or may be twice if possible, that is also for only one hour. How can a family can fill the water if there are two or three floors. Please look out into this matter sir.'",b'sinmahesh',2020-10-04 05:11:15,transport
86,"b'sick Transport system in hyderabad , during elections lot of promises were made electric buses, more bus terminals  etc etc were are those now ? @trspartyonline has weaken the public transport system in state.@puvvada_ajay @TelanganaCMO @HiHyderabad @the_hindu @KTRTRS https://t.co/4pgp2DXbox'",b'itsme_RaaV',2020-10-04 05:08:31,transport
87,"b'@NallulaHere @DrMethuku @DrRanjithReddy @KTRTRS @coll_vkb @PintoDeepakTNIE @PulseTelangana @revathitweets @KVishReddy Cable Bridge emana plan chesthunaremo.  Oh sorry akada software companies and shopping malls levu kada.  184Cr cable bridge ento,traffic leni place lo bridge katti create cheyadamento. Towns lo bridge kadu kada oka road kuda sarigga ledu. Hope your request will reach &amp; resolved.'",b'Vinay_Patlola',2020-10-04 04:25:22,transport
88,"b""@bonthurammohan @GandhiArekapudi @GHMCOnline @KTRTRS @arvindkumar_ias @CommissionrGHMC @KTRoffice @TelanganaCMO Sir please check roads in Vinobha Nagar Neredmet,.. Malakajigiri  it's very Bad,..  Sir New Building construction occupied road space with Balconies,..""",b'mithra_yadav',2020-10-04 04:03:45,transport
