,Tweet,User,createdTime,label
22,@TejaArukoti @HYDTP @HiHyderabad @GHMCOnline @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity @revanth_anumula @ZC_Secunderabad ✍️...  #AskKTR   551* Days F/U  @HYDTP -There is no Traffic Signal at Water-Tank bus stop. (Near Risala Bazar). Its prone to accidents.   Pls. Update the Date of Signal Installation!  #Hyderabad #CivilKhan #HyderabadTrafficPolice  #GHMC #GHMCElections2020  https://t.co/GfeM6DBwwZ,b'CIVILKHAN1',2020-11-27 22:53:56,water
23,"@KTRTRS  @GHMCOnline hello KTR Anna, just wanted to bring to your notice, this amazing new concept of sponge city. Potholes avoided and road maintenance gets easy as there is no water stagnation. Included water harvesting. https://t.co/RyeaIKJNUw",b'Jyotish76359677',2020-11-27 20:08:56,water
24,@GHMCOnline Water is logged due to rains and all the garbage is dumped here due to which we are seeing spreading foul smell and mosquitoes. The place is located at Subhash Nagar Risala Bazaar. 1st left and again 2nd left from Risala Bazaar bus stop. Complaint I'd:1811201080307,b'asrikanthgoud',2020-11-27 17:29:55,water
25,@TheHyderabadi2 @Harish43343012 @KTRTRS @GHMCOnline @Director_EVDM Sorry but this is pure negligence of some residents there who obstructed one side of nala channel long back obstructing free flow of water. For long upstream residents suffered lot because of this stupid act. Hope at least now they reopen the NALA channel so water flows normally.,b'hyderabadcivic2',2020-11-27 12:49:51,water
26,@GHMCOnline @KTRTRS @TelanganaCMO @CommissionrGHMC @arvindkumar_ias @SwachhBharatGov @swachhbharat @cpcybd @Swamy39 @kishanreddybjp @aruna_dk if bjp resolves my issue with drainage water mixing my borewell due to illegal construction of neighbor bathroom on compound wall and keeping his drainage pipe line straight onto borewell and keeping cases on me due to rituals i am doing for my mother who passed away this year,b'srinikvasuster',2020-11-27 10:49:12,water
27,"@HMWSSBOnline @Babafasiuddin @GHMCOnline @ahmedpashaqadri sir from last 1 week water is in hold not moving forward , all drainages are full in my galli in talab katta area  plz do something sir . @TelanganaCMO @Babafasiuddin @hmwssbdop2 . https://t.co/eLF3LSK6SW",b'Shakerhussain23',2020-11-27 08:55:24,water
28,@KTRTRS @GHMCOnline @CommissionrGHMC  I am facing this drainage water pipe issue since last 1 https://t.co/xtZQUOvreX response from any of the GHMC to my complains.What should I expect from GHMC after paying taxes &amp; bills in return.Take some immediate action https://t.co/feNEAR6Fyh,b'syedRah49041487',2020-11-27 07:54:20,water
29,Water is getting inside the shop which is leading to losses. have attached the video.Kindly extend some help @CommissionrGHMC @GHMCOnline @KTRTRS @TOIHyderabad @DeccanChronicle @bandisanjay_bjp @asadowaisi @imAkbarOwaisi https://t.co/JycRlK57sD,b'NikhilThadani12',2020-11-27 07:05:08,water
30,"మేయర్ బొంతు రామ్మోహన్ సొంత డివిజన్ లో ఏం అభివృద్ధి జరిగింది GHMC Elec https://t.co/DwLdYyNjMV  Democracy is like a swimming pool- change the water periodically otherwise,it will become a cesspool #GHMCElections2020  Vote for the Credible Candidate,not for the party!! @GHMCOnline",b'Kiranchitluri92',2020-11-27 04:15:15,water
31,"remainder 1 can this rain water harvesting pit be restored &amp; maintained for further  usage? @MDHMWSSB @HMWSSBOnline @hmwssbdgmnrygda  @GHMCOnline @CommissionrGHMC @ZC_Secunderabad beside t.anjaiah karmika bhavan rtc x roads, hyderabad @Director_EVDM https://t.co/8oHv3ObZMG",b'mebharatt',2020-11-26 18:38:42,water
32,"@BADAMNITHIN @GHMCOnline @karmanghat Sir, This Is Drainage overflow are water leakage",b'HMWSSBOnline',2020-11-26 14:58:09,water
33,"@KTRTRS @KTRoffice @GHMCOnline @arvindkumar_ias #RoadSafety Sir,Frequent drainage overflow near Nagarjunahills circle to punjaguttaX road, hardly 350mtrs away fromCM GaruResidence.Its really uncomfortable for commuters,drainage water stinks, it is a 365day affair. Kindly resolve. https://t.co/6QPkBPMLPn",b'Kirthi4UShankar',2020-11-26 10:47:31,water
34,@hmwssbgmom4 @MDHMWSSB @DRFEVDM @Director_EVDM @hmwssbmgrzg @hmwssbdop @hmwssbosdtomd @PAtoMDHMWSSB entire sewerage overflowing from sewerage line and chocking the existing storm water drain at jiyaguda 100ft road. @ZC_Khairatabad @AC_sanitation why dont you object @HMWSSBOnline ? (@GHMCOnline handle is inactive I guess) https://t.co/qzf3M60TOM,b'ajaymaryala',2020-11-26 06:28:53,water
35,@KTRTRS @GandhiArekapudi @GHMCOnline This is the condition of the road in Papireddy colony just beside chandanagar railwy station.from many months 24/7 drainage water flowing on roads.I've raised this Compliant number of times but no response!still you ask for us to vote for you? https://t.co/ics1OwXsv1,b'Rajesh96574458',2020-11-26 05:44:19,water
36,So sewage water continues to outflow on streets in OU colony. Should we really vote @aimim_national &amp; @MohdRashedFaraz ? No response from @GHMCOnline @CommissionrGHMC &amp; this is really disappointing  #GHMCElections2020 #GHMCElections https://t.co/5kkg19N9Eo,b'mjamalson',2020-11-26 04:54:13,water
37,"@GayathriBandar7 @GHMCOnline Baap &amp; beta reaction after seeing this. MIM is exposing our administration, not collecting water, electricity bills,traffic Challans in old city 😂 (Only BJP can do equal development of city. -Indore is cleanest city in India -Sabarmati river front completed in short period) https://t.co/iG2gv3LlpN",b'praveesh123',2020-11-26 04:28:06,water
38,"@HiHyderabad @GHMCOnline @KTRTRS @CCP_GHMC 👍. Now, the authorities must clean up the #water bodies. It would make for an ideal destination encouraging #tourism. #Hyderabad #HappeningHyderabad",b'nkakade',2020-11-26 03:47:38,water
39,"@HarishRaoTrs @trsharish @BRMoffice @KTRTRS @KTRoffice @Director_EVDM @GandhiArekapudi @DC_Malkajgiri @GHMCOnline @KTRTRS_FC @TelanganaCMO Sir, rain water  is effecting 100+hours,pls visit(H:550-599),Gulmohar Park Colony, Serilingampally Approve big pipeline(20mX2dia) rain water https://t.co/Uln8Cdozm4",b'Muni64386762',2020-11-25 10:35:16,water
40,@ChintalaShanti @KTRTRS @TSwithKCR @GHMCOnline @CommissionrGHMC @KTR_News Thank you for reply back. There are many house without bore well. Kindly atleast for instant solution ask the authorised people to release drinking water for extra time.We see the water  pressure is very low and the  duration is short.Thanks to TRS,b'Narende30740686',2020-11-25 06:09:30,water
41,@TejaArukoti @HYDTP @HiHyderabad @GHMCOnline @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity @revanth_anumula @ZC_Secunderabad ✍️...  #AskKTR   548* Days F/U  @HYDTP -There is no Traffic Signal at Water-Tank bus stop. (Near Risala Bazar). Its prone to accidents.   Pls. Update the Date of Signal Installation!  #Hyderabad #CivilKhan #HyderabadTrafficPolice  #GHMC #GHMCElections2020  https://t.co/GfeM6DBwwZ,b'CIVILKHAN1',2020-11-24 22:40:32,water
42,@papalalsankla @DcGoshamahal @MinisterKTR @GHMCOnline @CommissionrGHMC @TelanganaToday @TigerRajaSingh @asadowaisi @TelanganaCMO Since October till today same water is being supplied to our household https://t.co/HWXszyHf6t,b'MODIfiedvimal',2020-11-24 17:39:41,water
43,"@KTRTRS Sir You have been boasting about drinking water to every house in Hyd.But unfortunately, We,the residents of TNGOS Colony Gachibowli don’t have even access to drinking water and there are no water lines laid from past 6 yrs.Please look into this. @GHMCOnline @HMWSSBOnline",b'sriharsha72',2020-11-24 13:51:49,water
44,@senegebalaji @VijayGopal_ @CommissionrGHMC @DRFEVDM @harish2you @GHMCOnline @Director_EVDM Good Evening Sir this is drinking water leakage are drainage water leakage,b'HMWSSBOnline',2020-11-24 12:44:09,water
45,@RAJESHRAOJ @KavithakkaDandu @trspartyonline @KTRTRS @BJP4Telangana @Tejasvi_Surya @TRS4GHMC @KTRoffice @bandisanjay_bjp @GHMCOnline @ncbn @FinMinIndia @INCIndia @RahulGandhi @WHO @JaiTDP @BJP4India #hyderabad is metro not #karimnagar that there was power cuts and today @PiyushGoyal made states power surplus now discoms want to sell surplus power please learn from good governance padmanabhareddy why 24/7 power will deplete ground water levels @revanth_anumula #TRSFailedGHMC,b'eccentricraj',2020-11-24 11:07:36,water
46,@TejaArukoti @HYDTP @HiHyderabad @GHMCOnline @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity @revanth_anumula @ZC_Secunderabad ✍️...  #AskKTR   547* Days F/U  @HYDTP -There is no Traffic Signal at Water-Tank bus stop. (Near Risala Bazar). Its prone to accidents.   Pls. Update the Date of Signal Installation!  #Hyderabad #CivilKhan #HyderabadTrafficPolice  #GHMC #GHMCElections2020  https://t.co/GfeM6DBwwZ,b'CIVILKHAN1',2020-11-24 10:46:52,water
47,@AmruthChinthala @dontrendabuses @BasthiDawakhana @GHMCOnline Where there's water there's a work for everyone. This is proved in our own village.,b'HiHyderabad',2020-11-24 06:08:59,water
48,@GHMCOnline @KTRTRS @HMWSSBOnline This sewage water flowing from last 3 days. And we are expecting our health to be perfect with this kind of surroundings. And the best part is we are asked to vote. Great . Note: This is flowing from Chanchulguda Jail area. https://t.co/Cjv5KsPeKV,b'shezad56',2020-11-24 05:33:56,water
49,@GHMCOnline  in the heat of elections we forgot to water the plants  #GHMCElections2020  #GreenHyderabad #HarithaBhagyanagaram https://t.co/nPMAd26cOt,b'balivada',2020-11-24 05:08:55,water
50,@HMWSSBOnline @GHMCOnline Please make sure the workers must do there respective work properly.Again the Drainage water  is overflowing.Rectify the issue immediately https://t.co/VV6Aoj6tDS,b'RealImranEE',2020-11-24 05:03:20,water
51,"@GHMCOnline @CommissionrGHMC @ZC_LBNagar  Drain problem shifted hands from #ghmc to water board and again back to #ghmc now, but still nothing seem to work, can we expect any solution?? #GHMCElections2020 https://t.co/4xQPC5bv4u",b'youghit',2020-11-24 03:50:10,water
52,@trspartyonline @TelanganaCMO @KTRTRS You promised RS. 100 tax for houses under 75 sqrds but not implemented till now. Our house is only 55 Sqrds but we were asked to pay approx RS. 20k per year. Visited @GHMCOnline office but no use. Looks like same will happen with this water promise. https://t.co/EqJpTpOhuB,b'KMK_Hyd',2020-11-23 14:07:14,water
53,"Shanthi Garu,  Kindly slove the water problem at Prashant Nagar colony, Behind SBI Bank.We are asking for this since long back but there is no response from your end . GHMC-Division-134 @KTRTRS @TSwithKCR @GHMCOnline  @CommissionrGHMC @KTR_News #HyderabadWithTRS  @ChintalaShanti",b'Narende30740686',2020-11-23 12:28:13,water
54,"The @trspartyonline in their @GHMCOnline election manifesto shows 2 @AAPDelhi development works 1is #MohallaClinic 2) 20,000 liters of drinking water is free. @ArvindKejriwal Sir People of #Hyderabad also understand that you did not come to do politics but came to change politics",b'NallaNagendra1',2020-11-23 11:59:12,water
0,GHMC should look at disconnecting water and electricity for 3 months to all those who didn't cast their votes today..  @GHMCOnline @CommissionrGHMC @KTRTRS,b'Shrikanth567',2020-12-01 19:26:20,electricity
1,"GHMC and Govt of Telangana has to implement strict rules for not voting. No vote No municipal water, No Vote No Electricity Campaign. @GHMCOnline @trspartyonline @BJP4Telangana @hydcitypolice",b'rakeshreddy_ch',2020-12-01 08:41:44,electricity
2,"@RaoPadmaBJP @GHMCOnline @BJP4Telangana @byadavbjp @bandisanjay_bjp @manthriji @kishanreddybjp @aruna_dk @drlaxmanbjp @Arvindharmapuri @vivekvenkatswam @JPNadda @BJPITCellTS @BJP4Warangal @BJP4India @apjithender BJP give  Toilets, Electricity  Clean India Mission, Solar Power Scheme  Make in India Mission, Pm House Scheme, Support to Indian Start-Ups  Gas cylinder,  Increase Foreign Investment  Clean Water to all,  Corona me free me Food  To All Without any Discrimination  #IndiaWithBJP",b'Kalpesh67656614',2020-11-29 12:49:07,electricity
3,"24 x 7 Electricity in Hyderabad is a myth. 4 times continuously power cut for 20 Minutes - 1 hours from today morning in Ganesh Nagar, Katedan. Atleast once in a day we face power cut, there is no single day without interruption. @KTRTRS @GHMCOnline @TsspdclCorporat @GoudMla",b'12723_AP_12724',2020-11-29 09:23:19,electricity
4,"@GayathriBandar7 @GHMCOnline Baap &amp; beta reaction after seeing this. MIM is exposing our administration, not collecting water, electricity bills,traffic Challans in old city 😂 (Only BJP can do equal development of city. -Indore is cleanest city in India -Sabarmati river front completed in short period) https://t.co/iG2gv3LlpN",b'praveesh123',2020-11-26 04:28:06,electricity
5,@Khaleeqrahman @trspartyonline @GHMCOnline @KTRTRS Telangana is  also waiting for free electricity like Delhi. Hope we will get it soon. https://t.co/mSMK8FMUKV,b'say2nizamuddin1',2020-11-25 16:16:06,electricity
6,"@dontrendabuses @HiHyderabad @BasthiDawakhana @GHMCOnline Electricity and Irrigation are broad. Looking for something that are foundational, good for all even if it’s not visible everyday.  Rythu Bandu also goes to owners who don’t even cultivate, those who holds large packs of lands who don’t need any investments. Not that whole is bad",b'AmruthChinthala',2020-11-24 06:04:23,electricity
7,@AmruthChinthala @HiHyderabad @BasthiDawakhana @GHMCOnline Rythu Bandhu. Electricity and Irrigation:),b'sripaad125',2020-11-24 05:58:27,electricity
8,@TelanganaToday We need free electricity upto 200W for domestic purposes.@KTRTRS @GHMCElections @GHMCOnline  #GHMCElections #HyderabadNeedChange,b'n4nnisar',2020-11-23 11:53:22,electricity
0,@TsspdclCorporat Yes thanks sir just now we got power in our area,b'Haseena45753845',2020-12-02 13:24:58,electricity
1,@TsspdclCorporat power outage .Have to work from home.Please check. Usc-101046217.  its been 2 hours,b'poojasa51491248',2020-12-02 13:24:43,electricity
2,"@TsspdclCorporat Wadapally,Laxmi puram ,Nalgonda district service no 4350601724 ,no power since 12 p.m without notice pls rectify ASAP sir",b'Haseena45753845',2020-12-02 13:14:56,electricity
3,"@TsspdclCorporat no power in Wadapally ,Laxmi puram Nalgonda district without notice since 1 2pm today.pls update status",b'Haseena45753845',2020-12-02 13:10:33,electricity
4,"@TsspdclCorporat No power at abdullapurmet since last hour, restore https://t.co/josBr9Iklm",b'itsgowthamm',2020-12-02 12:40:38,electricity
5,@TsspdclCorporat @D_SudheerReddy @KTRTRS please restore power. It's crazy how many hours??? USC 108429750. For gods sake.,b'rajbagayatkar',2020-12-02 10:57:46,electricity
6,@TsspdclCorporat no power in begumpet chikoti garden Service no.100036343 since 2pm today.pls update status,b'amresh_hyd',2020-12-02 10:30:49,electricity
7,@TsspdclCorporat   Power outage for the 4th time in just 2 hours. Is this going to continue throughout the day?   USC: 100403090,b'AdilJahan15',2020-12-02 09:54:36,electricity
8,"Hello @TsspdclCorporat , Sir it's been two hours power outage, can we have the power restored. Attesting the USC No. 101076254 and area is Ramnagar x Road....  Thanks for the help....",b'SairamGudala1',2020-12-02 09:51:58,electricity
9,"Hi Team, USC: 101390798 There is power outage again.  Can this be looked ASAP?@TsspdclCorporat",b'Yessirr951',2020-12-02 09:24:43,electricity
10,"Sir/madam, power is off since one hour at 4-1-613 &amp; surrounding TroopBazar, please solve power problem soon. Contact 7095846045 @TsspdclCorporat",b'555678Khalid',2020-12-02 08:40:45,electricity
11,@TsspdclCorporat @KTRTRS USC - 102366631..Services just resumed.. still 12 hours power cut at a go is not acceptable 🙏..,b'reddy_vikram',2020-12-02 08:22:21,electricity
12,"@TsspdclCorporat Dear Team, Can you please provide me with an update on power cut in Kiran Talkies Feeder area?",b'PrakNayak',2020-12-02 08:05:10,electricity
13,"@TsspdclCorporat It’s been more than 12 hours since the power cut without any notice. It’s at Huda colony, Kothapet. Could you please look into it and update us. @KTRTRS",b'reddy_vikram',2020-12-02 08:04:05,electricity
14,@TsspdclCorporat power cut in DP colony near Jeedimetla substation. Could you pls let us know when the power will restore? USC: 109395502,b'yelapati17',2020-12-02 07:56:29,electricity
15,"@TsspdclCorporat @KTRTRS @TelanganaCMO @narendramodi @TV9Telugu @V6News @tv5newsnow But the power goes very frequently, why?",b'UmashankarFUB',2020-12-02 05:38:43,electricity
16,"No power from yesterday, I've exams going on. No Response from LB Nagar Current Office. My Area is Huda Cly Rd 1 Kothapet. It goes very frequently here. Pls look into it and resolve problem ASAP @KTRTRS @TelanganaCMO @narendramodi @TV9Telugu @V6News @tv5newsnow @TsspdclCorporat",b'UmashankarFUB',2020-12-02 04:19:04,electricity
17,@TsspdclCorporat lost power in Abhyudaya nagar Bandlaguda. How much time it will take to restore power??,b'spteja_gamer',2020-12-02 04:18:03,electricity
18,@TsspdclCorporat third time since morning now. There's no power in Gaganmahal Domalguda area. Is it a joke on the Citizens ?,b'bkb_rb',2020-12-02 03:23:32,electricity
19,"@TsspdclCorporat again no power in Gaganmahal, Domalguda area. Second time since morning. What's the issue this time please ?",b'bkb_rb',2020-12-02 02:47:12,electricity
20,"@TsspdclCorporat No power in our locality.  USC # 110664006.  Please do the needful, thanks !",b'm_bharathraj',2020-12-02 02:36:04,electricity
21,@TsspdclCorporat  I have raised a complaint about power supply issue to my home on saturday and I do not remember the complaint number. I got the calls but no one attended the problem so later I raised one more complaint # CC915202280997 two days ago and no one attended.,b'vamsigodavarthi',2020-12-02 01:59:18,electricity
22,"@TsspdclCorporat There is no power in vidyanagar colony . Request you to kindly restore power! USC 110383322 , 2-2-3/133 Trt 124, Vidyanagar, Hyderabad - 500044",b'tarunshetty19',2020-12-01 22:43:41,electricity
23,@TsspdclCorporat Power is back up.. Thank you so much for your quick response!,b'john_pereji',2020-12-01 21:25:54,electricity
24,@TsspdclCorporat there is no power in Narsingi for more than 1+ hours and every time the transformer keeps blowing up. My USC# is 109656994. When can we expect power back?,b'john_pereji',2020-12-01 21:04:49,electricity
25,@TsspdclCorporat @KTRTRS @KTRoffice Power has been restored,b'MeddySmz',2020-12-01 20:16:15,electricity
26,@TsspdclCorporat Dear team.there is no power in attapur from 4 hours,b'ThakurPreethi2',2020-12-01 20:13:07,electricity
27,@TsspdclCorporat No power at Vidyanagar- Adikmet Road- Elderly and Infants are affected! USC-101098398 #powercut  @KTRTRS @KTRoffice,b'MeddySmz',2020-12-01 19:39:09,electricity
28,@TsspdclCorporat When can we expect to get back power,b'srujay_98',2020-12-01 18:01:26,electricity
29,@TsspdclCorporat Dear sir There is no power..The customer care is also not responding.. Please check this issue. USC 107522728,b'ProductKaPujari',2020-12-01 17:05:05,electricity
30,@TsspdclCorporat The power has been restored ..Thank you..,b'aarkeyviwrites',2020-12-01 16:35:59,electricity
31,@TsspdclCorporat Dear sir There is no power since 2 hours ..The customer care is also not responding.. Please check this issue USC 101811151,b'aarkeyviwrites',2020-12-01 15:18:09,electricity
32,⁦@TsspdclCorporat⁩ power out since last 1 hour. Please look in to it. ⁦@KTRTRS⁩ https://t.co/wh3qgfpNLk,b'sagar_manepally',2020-12-01 14:04:00,electricity
33,"@TsspdclCorporat Sir, there is no. Power at Mallikarjun Colony, Old Bowenpally. USC no 100563851. Please restore power as early as possible.",b'sdasgupta21',2020-12-01 12:53:23,electricity
34,@TsspdclCorporat We are experiencing a power cut in our area. Could you please update when the power will be restored USC NUMBER: 102133018,b'Puneeth31978441',2020-12-01 12:26:31,electricity
35,@TsspdclCorporat no power at KPHB Phase 9 behind Forum Mall for more than 3 hours,b'pinsroy',2020-12-01 12:05:14,electricity
36,"@TsspdclCorporat there is a power outage in kondapur, hyderabad area since a long time of 4-5 hours. Could you please give us any update. Nobody is responding on your support call.",b'swastik_23',2020-12-01 11:35:48,electricity
37,"There is no power in PS No : 9, 10 &amp; 11 Ward Office in Azampura Div since last one hour. Please check. @TelanganaDGP @TsspdclCorporat @CPHydCity @hydcitypolice",b'amjedmbt',2020-12-01 08:35:42,electricity
38,"@TsspdclCorporat Hi Frequent power cuts in my area, effecting WFH. Power comes and goes off in a minute and fluctuations.  USC:- 112488508  #WFH",b'Santh0sh7',2020-12-01 07:28:41,electricity
39,"@TsspdclCorporat power cut issue @ plot no:154,road no:4, chintalkunta check post,l.b nagar, Hyderabad,USC:102596374",b'PodduturuV',2020-12-01 06:31:38,electricity
40,"@TsspdclCorporat  - Good Evening. Power cut in Punjeshah, Guru Anna Lane.  USC# 100730990  Service# R1000586  Door# 22-6-869  Please look into it ASAP.",b'owaisadil24',2020-12-01 06:20:50,electricity
41,"@TsspdclCorporat Thanks team,  power restored",b'Imhere_SanJ',2020-12-01 05:53:59,electricity
42,"@TsspdclCorporat There is no power supply Gummadis prestige park Kompally HYDERABAD, TELANGANA 500100 India USC Code:101511086 it went longer time",b'saisuha98370198',2020-12-01 05:46:21,electricity
43,"@TsspdclCorporat There is no power supply in Gummadis prestige park  Kompally HYDERABAD, TELANGANA 500100 India USC Code 101511086",b'saisuha98370198',2020-12-01 04:54:12,electricity
44,"@TsspdclCorporat  USC : 110718482  There is no power in my building for last 2 hrs, Why no resolution even after making multiple complaints. Please check. Raghvendra colony, H. P gas lane, kondapur. Thanks",b'sumit_098',2020-12-01 04:47:19,electricity
45,"Telangana Power department is yet to install a new connection and I have called line more than 40 times but I didn't get any response from him, this is addressed Reg No.NR152203169475. Could you please look into this issue It’s been pending from 3 weeks. @TsspdclCorporat @KTRTRS",b'nikhil093',2020-12-01 03:14:54,electricity
46,@TsspdclCorporat The FOC is not responding. Its been 10 hours that there is no power here. Let me know by when it will be back. Most of us are working from home and its really inconvenient to do so without power.,b'ShrutiVanka',2020-12-01 03:12:16,electricity
47,"@TsspdclCorporat USC no. 102096520. Address. 5-333, road no 9, Deepthisri nagar, madinaguda, Miyapur, 500050. Can pls address this issue quickly. I've turned off the main and no power since 2hrs.",b'MrRameshDasari',2020-12-01 02:15:45,electricity
